url,date,title,body
https://ameblo.jp/taisukef/entry-10506410432.html,2010-04-12T09:17:20.000+09:00,2010年春、鯖江の桜と誠市眼鏡メイドカフェ,"サイト、新設しました「福野泰介 - Taisuke Fukuno」<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fmakoto201004%2FDSC_8851.JPG%3Fsize%3D550"">今回のメイドさんたち<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fmakoto201004%2FDSC_8893.JPG%3Fsize%3D550"">市長と記念撮影<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fmakoto201004%2FDSC_8901.JPG%3Fsize%3D550"">ハートを描いてくれるホットケーキ、非常に美味<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fsakura2010%2FDSC_8504.JPG%3Fsize%3D550"">こちらは誠照寺<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fsakura2010%2FDSC_8543.JPG%3Fsize%3D550"">かけだしくん<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fsakura2010%2FDSC_8554.JPG%3Fsize%3D550"">親鸞聖人"
https://ameblo.jp/taisukef/entry-10459368501.html,2010-02-15T07:57:07.000+09:00,ライブ、風雲(fu-un) vol 4 in HALLBEE(福井) 動画付き写真集,"HALLBEでの風雲(fu-un)ライブ vol 4<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Ffu-un-vol4%2FDSC_5410.JPG%3Fsize%3D550"">Date From<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Ffu-un-vol4%2FDSC_5408.JPG%3Fsize%3D550""><img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Ffu-un-vol4%2FDSC_5436.JPG%3Fsize%3D550"">ALL SWAMPS<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Ffu-un-vol4%2FDSC_5536.JPG%3Fsize%3D550""><img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Ffu-un-vol4%2FDSC_5548.JPG%3Fsize%3D550""><img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Ffu-un-vol4%2FDSC_5618.JPG%3Fsize%3D550""><img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Ffu-un-vol4%2FDSC_5623.JPG%3Fsize%3D550"">横田はるな<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Ffu-un-vol4%2FDSC_5645.JPG%3Fsize%3D550""><img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Ffu-un-vol4%2FDSC_5671.JPG%3Fsize%3D550"">ゲスト演奏した、ザ・ルーズドッグス、高橋健二<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Ffu-un-vol4%2FDSC_5665.JPG%3Fsize%3D550"">ザ・ルーズドッグス<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Ffu-un-vol4%2FDSC_5709.JPG%3Fsize%3D550""><img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Ffu-un-vol4%2FDSC_5739.JPG%3Fsize%3D550""><img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Ffu-un-vol4%2FDSC_5742.JPG%3Fsize%3D550""><img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Ffu-un-vol4%2FDSC_5762.JPG%3Fsize%3D550"">ALL SWAMPSのみなさん、大阪からありがとう！<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Ffu-un-vol4%2FDSC_5819t.jpg%3Fsize%3D550"">動画（約3分）他、写真はこちら（ライブに出演、参加した方は自由に利用してください）http://fukuno.jig.jp/img-service/fu-un-vol4/"
https://ameblo.jp/taisukef/entry-10452476251.html,2010-02-06T22:57:26.000+09:00,２月のオシャレごみ拾いxGC、三国サンセットビーチにて,"鯖江の朝、路面は凍結していましたが、天気は良くてごみ拾い日和<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2FxGC-100206%2FDSC_4994.JPG%3Fsize%3D550"">三国サンセットビーチ、風が強く荒れ模様<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2FxGC-100206%2FDSC_4997.JPG%3Fsize%3D550"">落ちているごみ、心が痛みます<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2FxGC-100206%2FDSC_5005.JPG%3Fsize%3D550"">続々と駐車場に集まり、今回は参加者なんと２８人！<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2FxGC-100206%2FDSC_5023.JPG%3Fsize%3D550"">色とりどりのタブトラがいい感じ<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2FxGC-100206%2FDSC_5025.JPG%3Fsize%3D550"">強風の中、ビーチに出撃する猛者達<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2FxGC-100206%2FDSC_5037.JPG%3Fsize%3D550"">次々とごみが集められ、手際よく分別されます<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2FxGC-100206%2FDSC_5041.JPG%3Fsize%3D550"">地元の横田はるなさんも参加してくれましたー<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2FxGC-100206%2FDSC_5057.JPG%3Fsize%3D550"">今回の成果！坂井市さんのご協力により、ビーチ付近の場所で引き取ってもらえました<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2FxGC-100206%2FDSC_5104.JPG%3Fsize%3D550"">ほとんど国産のゴミですが、流れ着いたと思われるこんなゴミもあるのがビーチのおもしろさ<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2FxGC-100206%2FDSC_5111.JPG%3Fsize%3D550"">集合写真<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2FxGC-100206%2FDSC_5103-t.jpg%3Fsize%3D550"">ランチにハウスアムメーアへ、併設のギャラリー「砂や」の看板が目印<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2FxGC-100206%2FDSC_5009.JPG%3Fsize%3D550"">xGC代表Yossy、楽しいイベント、ありがとう！<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2FxGC-100206%2FDSC_5137.JPG%3Fsize%3D550"">"
https://ameblo.jp/taisukef/entry-10442250428.html,2010-01-25T08:06:32.000+09:00,横田はるな＆ブレスオブライフ、Live in 三国ハウスアムメーア,"2010/1/23 三国ハウスアムメーアにて、福井県在住アーティスト横田はるなさん<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fmikuni%2FDSC_4515.JPG%3Fsize%3D550"">京都発のBreath of Life(ブレスオブライフ)さんのライブがあった<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fmikuni%2FDSC_4519.JPG%3Fsize%3D550"">アンコールでは両名で<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fmikuni%2FDSC_4552.JPG%3Fsize%3D550"">ステキなのはライブ後のアーティストも含めたお食事会<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fmikuni%2FDSC_4567.JPG%3Fsize%3D550"">ハウスアムメーアの方と出演者の方、一緒に記念撮影<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fmikuni%2FDSC_4582.JPG%3Fsize%3D550"">ハウスアムメーアは、福井県三国の東尋坊のすぐ近くにあるステキなペンション<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fmikuni%2FDSC_4601.JPG%3Fsize%3D550"">実はカメラを置いて帰ってしまったので、翌日ランチに行きました<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fmikuni%2FDSC_4593.JPG%3Fsize%3D550"">ふっくらしていて大きいけど見た目より重くないハンバーグとおいしいサラダ<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fmikuni%2FDSC_4591.JPG%3Fsize%3D550"">手作りケーキもあるので、ちょっと休憩にもどうぞ<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fmikuni%2FDSC_4592.JPG%3Fsize%3D550"">実は、2010/2/6(土)、ここハウスアムメーア集合で東尋坊ごみ拾いです！詳しくは、xGCまで<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fmikuni%2FDSC_4607.JPG%3Fsize%3D550"">ハウスアムメーアさん公式ブログもぜひどうぞ！（写真提供させていただきましたー）「Breath of Life ＆　横田はるな　＠ハウスアムメーア - 安島王国」ハウス アム メーア福井県坂井市三国町安島１－１１０TEL&FAX 0776-81-3481携帯電話 090-4324-8628行き方大きな地図で見る"
https://ameblo.jp/taisukef/entry-10440875610.html,2010-01-23T13:32:08.000+09:00,鯖江市長室訪問、さばえCM大賞表彰式,"さばえCM大賞表彰式で、市長室訪問しました（市長ブログ更新早い！）カーネルサンダーさんへの眼鏡贈呈の時の写真<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fsabae%2FDSC_4479.JPG%3Fsize%3D550"">ガールズコレクションでの写真<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fsabae%2FDSC_4482.JPG%3Fsize%3D550"">こちらがその眼鏡<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fsabae%2FDSC_4483.JPG%3Fsize%3D550"">たつやさんと牧野市長<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fsabae%2FDSC_4486.JPG%3Fsize%3D550"">市長の眼鏡はもちろん鯖江産「dan」、sabaeロゴが入っています<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fsabae%2FDSC_4492.JPG%3Fsize%3D550"">こちらいただいた鯖江産の盾と賞金！ありがとうございます！<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fsabae%2FDSC_4491.JPG%3Fsize%3D550"">今年もパワーアップして開催とのことですー（さばえCM2009受賞作品他）"
https://ameblo.jp/taisukef/entry-10431689954.html,2010-01-11T10:53:55.000+09:00,着物ファッションショー、福井市成人式2010,"2010年成人式でのファッションショー<img src=""https://stat.ameba.jp/user_images/20100111/10/taisukef/4c/96/j/o0550036510371977902.jpg?caw=800"" alt=""鯖江週末写真家"" border=""0"" height=""365"" width=""550"" class=""PhotoSwipeImage"" data-entry-id=""10431689954"" data-image-id=""10371977902"" data-image-order=""1"" data-amb-layout=""fill-width"">はたちのつどい実行委員のみなさんによる企画のもの<img src=""https://stat.ameba.jp/user_images/20100111/10/taisukef/e0/00/j/o0550036510371977516.jpg?caw=800"" alt=""鯖江週末写真家"" border=""0"" height=""365"" width=""550"" class=""PhotoSwipeImage"" data-entry-id=""10431689954"" data-image-id=""10371977516"" data-image-order=""2"" data-amb-layout=""fill-width"">ひとりひとり個性豊かなステキな着物<img src=""https://stat.ameba.jp/user_images/20100111/10/taisukef/f5/b0/j/o0550036510371977889.jpg?caw=800"" alt=""鯖江週末写真家"" border=""0"" height=""365"" width=""550"" class=""PhotoSwipeImage"" data-entry-id=""10431689954"" data-image-id=""10371977889"" data-image-order=""3"" data-amb-layout=""fill-width"">気合入ってます<img src=""https://stat.ameba.jp/user_images/20100111/10/taisukef/bb/62/j/o0365055010371977515.jpg?caw=800"" alt=""鯖江週末写真家"" border=""0"" height=""550"" width=""365"" class=""PhotoSwipeImage"" data-entry-id=""10431689954"" data-image-id=""10371977515"" data-image-order=""4"">熱気につつまれた会場<img src=""https://stat.ameba.jp/user_images/20100111/10/taisukef/12/d2/j/o0550037410371977897.jpg?caw=800"" alt=""鯖江週末写真家"" border=""0"" height=""374"" width=""550"" class=""PhotoSwipeImage"" data-entry-id=""10431689954"" data-image-id=""10371977897"" data-image-order=""5"" data-amb-layout=""fill-width"">みなさん、成人おめでとう！<img src=""https://stat.ameba.jp/user_images/20100111/11/taisukef/4e/cd/j/o0550036510371995847.jpg?caw=800"" alt=""鯖江週末写真家"" border=""0"" height=""365"" width=""550"" class=""PhotoSwipeImage"" data-entry-id=""10431689954"" data-image-id=""10371995847"" data-image-order=""6"" data-amb-layout=""fill-width"">着物似合ってましたよ<img src=""https://stat.ameba.jp/user_images/20100111/10/taisukef/3f/9d/j/o0503045010371978312.jpg?caw=800"" alt=""鯖江週末写真家"" border=""0"" height=""450"" width=""503"" class=""PhotoSwipeImage"" data-entry-id=""10431689954"" data-image-id=""10371978312"" data-image-order=""7"" data-amb-layout=""fill-width"">実は私、福井市の明道中学校出身です<img src=""https://stat.ameba.jp/user_images/20100111/10/taisukef/23/85/j/o0550038310371978315.jpg?caw=800"" alt=""鯖江週末写真家"" border=""0"" height=""383"" width=""550"" class=""PhotoSwipeImage"" data-entry-id=""10431689954"" data-image-id=""10371978315"" data-image-order=""8"" data-amb-layout=""fill-width"">写真撮りにと声かけてくれた実効委員の橋本さん、ありがとう！<img src=""https://stat.ameba.jp/user_images/20100111/10/taisukef/ed/c6/j/o0266040010371978314.jpg?caw=800"" alt=""鯖江週末写真家"" border=""0"" height=""400"" width=""266"" class=""PhotoSwipeImage"" data-entry-id=""10431689954"" data-image-id=""10371978314"" data-image-order=""9"">福井市フェニックスプラザでの成人式、懐かしい感じでした<img src=""https://stat.ameba.jp/user_images/20100111/11/taisukef/d9/5b/j/o0550036510372005410.jpg?caw=800"" alt=""$鯖江週末写真家"" border=""0"" height=""365"" width=""550"" class=""PhotoSwipeImage"" data-entry-id=""10431689954"" data-image-id=""10372005410"" data-image-order=""10"" data-amb-layout=""fill-width"">"
https://ameblo.jp/taisukef/entry-10413939552.html,2009-12-18T13:34:17.000+09:00,サイバーエージェンット定時株主総会、2009,"サイバーエージェント株主総会に初参加しました（中央には鯖江出身の藤田社長）<img src=""https://stat.ameba.jp/user_images/20091218/13/taisukef/5e/d6/j/o0550036510344851627.jpg?caw=800"" alt=""$鯖江週末写真家"" width=""550"" height=""365"" border=""0"" class=""PhotoSwipeImage"" data-entry-id=""10413939552"" data-image-id=""10344851627"" data-image-order=""1"" data-amb-layout=""fill-width"">おみやげその１、アメーバピグカレンダー<img src=""https://stat.ameba.jp/user_images/20091218/13/taisukef/a3/8c/j/o0550036510344851634.jpg?caw=800"" alt=""鯖江週末写真家"" border=""0"" height=""365"" width=""550"" class=""PhotoSwipeImage"" data-entry-id=""10413939552"" data-image-id=""10344851634"" data-image-order=""2"" data-amb-layout=""fill-width"">おみやげその２、AmebaWater（群馬県のお水）<img src=""https://stat.ameba.jp/user_images/20091218/13/taisukef/2e/b5/j/o0550036510344851632.jpg?caw=800"" alt=""鯖江週末写真家"" border=""0"" height=""365"" width=""550"" class=""PhotoSwipeImage"" data-entry-id=""10413939552"" data-image-id=""10344851632"" data-image-order=""3"" data-amb-layout=""fill-width"">おみやげその３、アメーバピグのチョコレート<img src=""https://stat.ameba.jp/user_images/20091218/13/taisukef/a4/a0/j/o0550036510344851631.jpg?caw=800"" alt=""鯖江週末写真家"" width=""550"" height=""365"" border=""0"" class=""PhotoSwipeImage"" data-entry-id=""10413939552"" data-image-id=""10344851631"" data-image-order=""4"" data-amb-layout=""fill-width"">休憩後は事業計画説明会があります<img src=""https://stat.ameba.jp/user_images/20091218/13/taisukef/12/3e/j/o0550036510344851637.jpg?caw=800"" alt=""$鯖江週末写真家"" border=""0"" height=""365"" width=""550"" class=""PhotoSwipeImage"" data-entry-id=""10413939552"" data-image-id=""10344851637"" data-image-order=""5"" data-amb-layout=""fill-width"">思わずしてしまった質問、失礼いたしましたご丁寧に答えていただけて救われましたありがとうございました！"
https://ameblo.jp/taisukef/entry-10409290137.html,2009-12-12T11:10:13.000+09:00,明日の誠市必見、アイヌアクセサリー専門「ミステリードッグ」,"先月の着物でめぐる誠市<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fmakoto-20091108%2FDSC_9269.JPG%3Fsize%3D550"">変わったお店を発見<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fmakoto-20091108%2FDSC_9273.JPG%3Fsize%3D550"">北海道、手作りのアイヌアクセサリー、ストラップを買ってカメラに付けています<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fmakoto-20091108%2FDSC_9491.JPG%3Fsize%3D550"">本州ではなかなかお目にかかれないものとのこと！明日、今年最後の誠市をお楽しみに<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fmakoto-20091108%2FDSC_9289.JPG%3Fsize%3D550"">先月のレポート「ご縁市レポート｜ぼくらの秘密基地「らてんぽ」ブログ」明日の誠市ついて「明日はご縁市｜ぼくらの秘密基地「らてんぽ」ブログ」"
https://ameblo.jp/taisukef/entry-10405277987.html,2009-12-07T00:29:44.000+09:00,鯖江で飲茶、鯖江商店街、福茶縁,"日曜の昼下がり、ゆったりと飲茶<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fblog%2FDSC_1572.JPG%3Fsize%3D550"">おいしい点心<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fblog%2FDSC_1576.JPG%3Fsize%3D550"">ちまきとシュウマイ<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fblog%2FDSC_1577.JPG%3Fsize%3D550"">こちらは肉まん<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fblog%2FDSC_1579.JPG%3Fsize%3D550"">ごま焼餅などスイーツもあり<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fblog%2FDSC_1580.JPG%3Fsize%3D550"">白玉ごま団子、いろいろ楽しめます<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fblog%2FDSC_1583.JPG%3Fsize%3D550"">鯖江の商店街は、路上駐車可能！（前回の福茶縁ブログ）<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fblog%2FDSC_1590.JPG%3Fsize%3D550"">大きな地図で見る福茶縁http://www.fukuchaen.com/top/top.htm福井県鯖江市本町２丁目2-21 ０７７８－５２－０９８７ 木曜定休"
https://ameblo.jp/taisukef/entry-10405187664.html,2009-12-06T22:57:51.000+09:00,福井でソースじゃないカツ丼なら、かつ義,"約２年前にもブログで書いたおろしカツ（以前の写真はケータイ）<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fblog%2FDSC_9179.JPG%3Fsize%3D550"">ご飯は三種類が食べ放題、こちら五目炊き込みご飯<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fblog%2FDSC_9180.JPG%3Fsize%3D550"">おいしいキャベツ！もちろんこちらも食べ放題<img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fblog%2FDSC_9181.JPG%3Fsize%3D550""><img src=""https://img-proxy.blog-video.jp/images?url=http%3A%2F%2Ffukuno.jig.jp%2Fimg-service%2Fblog%2FDSC_9167.JPG%3Fsize%3D550"">かつ義http://www.tonkatsu-katsuyoshi.com/福井県福井市大土呂21-1-10776-38-2352月曜定休11:00-23:00(オーダーストップ22:00)"
